,secID,ticker,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
162,000001.XSHE,1,XSHE,2015/8/31,10.83,10.83,10.71,11.07,10.48,11.07,146429725,1578261442,52040,0.0124,0.787712216,1.31E+11,1.58E+11,0.0222,7.4312,6.8363,1.0498,1,10.778
163,000001.XSHE,1,XSHE,2015/9/1,11.07,11.07,10.9,11.61,10.61,11.57,265766135,3003860704,79498,0.0225,0.787712216,1.37E+11,1.66E+11,0.0452,7.7669,7.1451,1.0972,1,11.303
164,000001.XSHE,1,XSHE,2015/9/2,11.57,11.57,11.18,12,11.06,11.84,281574676,3273803293,71363,0.0239,0.787712216,1.40E+11,1.69E+11,0.0233,7.9481,7.3118,1.1228,1,11.627
165,000001.XSHE,1,XSHE,2015/9/7,11.84,11.84,11.55,11.56,10.89,10.89,137611064,1544055075,58761,0.0117,0.787712216,1.29E+11,1.56E+11,-0.0802,7.3104,6.7251,1.0328,1,11.22
166,000001.XSHE,1,XSHE,2015/9/8,10.89,10.89,10.88,11.15,10.59,11,74729245,815241863.3,41272,0.0063,0.787712216,1.30E+11,1.57E+11,0.0101,7.3843,6.7931,1.0432,1,10.909
167,000001.XSHE,1,XSHE,2015/9/9,11,11,11.03,11.19,10.88,11.1,85107389,940582957,35281,0.0072,0.787712216,1.31E+11,1.59E+11,0.0091,7.4514,6.8548,1.0527,1,11.052
168,000001.XSHE,1,XSHE,2015/9/10,11.1,11.1,11,11.18,10.94,11.05,46520563,514578386.5,18991,0.0039,0.787712216,1.30E+11,1.58E+11,-0.0045,7.4178,6.8239,1.0479,1,11.061
169,000001.XSHE,1,XSHE,2015/9/11,11.05,11.05,11.02,11.12,10.88,10.96,42645078,469297504.8,19234,0.0036,0.787712216,1.29E+11,1.57E+11,-0.0081,7.3574,6.7684,1.0394,1,11.005
170,000001.XSHE,1,XSHE,2015/9/14,10.96,10.96,10.99,11,10.45,10.87,75645273,813927117.1,56799,0.0064,0.787712216,1.28E+11,1.56E+11,-0.0082,7.297,6.7128,1.0309,1,10.76
171,000001.XSHE,1,XSHE,2015/9/15,10.87,10.87,10.69,10.85,10.5,10.57,54283900,579042247,21166,0.0046,0.787712216,1.25E+11,1.51E+11,-0.0276,7.0956,6.5275,1.0024,1,10.667
172,000001.XSHE,1,XSHE,2015/9/16,10.57,10.57,10.59,11.08,10.52,10.9,56924377,612767028.6,24313,0.0048,0.787712216,1.29E+11,1.56E+11,0.0312,7.3171,6.7313,1.0337,1,10.765
173,000001.XSHE,1,XSHE,2015/9/17,10.9,10.9,10.85,11.14,10.77,10.77,62079854,682338188.7,26203,0.0053,0.787712216,1.27E+11,1.54E+11,-0.0119,7.2299,6.651,1.0214,1,10.991
174,000001.XSHE,1,XSHE,2015/9/18,10.77,10.77,10.84,10.96,10.73,10.81,31827282,345063783.7,12826,0.0027,0.787712216,1.28E+11,1.55E+11,0.0037,7.2567,6.6757,1.0252,1,10.842
175,000001.XSHE,1,XSHE,2015/9/21,10.81,10.81,10.7,10.89,10.65,10.82,38611111,416851084.5,16877,0.0033,0.787712216,1.28E+11,1.55E+11,0.0009,7.2634,6.6819,1.0261,1,10.796
176,000001.XSHE,1,XSHE,2015/9/22,10.82,10.82,10.83,11.06,10.82,10.96,49295560,541007302.4,22560,0.0042,0.787712216,1.29E+11,1.57E+11,0.0129,7.3574,6.7684,1.0394,1,10.975
177,000001.XSHE,1,XSHE,2015/9/23,10.96,10.96,10.86,10.91,10.68,10.7,37115084,399583544.6,17425,0.0031,0.787712216,1.26E+11,1.53E+11,-0.0237,7.1829,6.6078,1.0147,1,10.766
178,000001.XSHE,1,XSHE,2015/9/24,10.7,10.7,10.76,10.81,10.67,10.71,25863255,277274187.9,10934,0.0022,0.787712216,1.26E+11,1.53E+11,0.0009,7.1896,6.614,1.0157,1,10.721
179,000001.XSHE,1,XSHE,2015/9/25,10.71,10.71,10.69,10.71,10.45,10.55,44642060,471537653,19829,0.0038,0.787712216,1.25E+11,1.51E+11,-0.0149,7.0822,6.5152,1.0005,1,10.563
180,000001.XSHE,1,XSHE,2015/9/28,10.55,10.55,10.56,10.59,10.43,10.53,19908727,209186171.5,8817,0.0017,0.787712216,1.24E+11,1.51E+11,-0.0019,7.0687,6.5028,0.9986,1,10.507
181,000001.XSHE,1,XSHE,2015/9/29,10.53,10.53,10.45,10.56,10.32,10.38,33360356,347612298.6,14396,0.0028,0.787712216,1.23E+11,1.49E+11,-0.0142,6.9681,6.4102,0.9844,1,10.42
182,000001.XSHE,1,XSHE,2015/9/30,10.38,10.38,10.4,10.59,10.39,10.49,36465973,383230180,14468,0.0031,0.787712216,1.24E+11,1.50E+11,0.0106,6.8701,6.3457,0.9552,1,10.509
183,000001.XSHE,1,XSHE,2015/10/8,10.49,10.49,10.85,10.89,10.7,10.7,49407085,533806134.1,22257,0.0042,0.787712216,1.26E+11,1.53E+11,0.02,7.0076,6.4728,0.9743,1,10.804
184,000001.XSHE,1,XSHE,2015/10/9,10.7,10.7,10.75,10.95,10.72,10.9,47461206,516310498,17996,0.004,0.787712216,1.29E+11,1.56E+11,0.0187,7.1386,6.5938,0.9925,1,10.879
185,000001.XSHE,1,XSHE,2015/10/12,10.9,10.9,10.96,11.38,10.91,11.23,84966515,950602307.7,34196,0.0072,0.787712216,1.33E+11,1.61E+11,0.0303,7.3547,6.7934,1.0226,1,11.188
186,000001.XSHE,1,XSHE,2015/10/13,11.23,11.23,11.2,11.26,11.09,11.13,35979819,401600928.8,16045,0.003,0.787712216,1.31E+11,1.59E+11,-0.0089,7.2893,6.7329,1.0135,1,11.162
187,000001.XSHE,1,XSHE,2015/10/14,11.13,11.13,11.04,11.15,10.94,10.98,41898065,462963473.8,18222,0.0035,0.787712216,1.30E+11,1.57E+11,-0.0135,7.191,6.6422,0.9998,1,11.05
188,000001.XSHE,1,XSHE,2015/10/15,10.98,10.98,10.95,11.17,10.94,11.17,48590050,539103671.6,18938,0.0041,0.787712216,1.32E+11,1.60E+11,0.0173,7.3154,6.7571,1.0171,1,11.095
189,000001.XSHE,1,XSHE,2015/10/16,11.17,11.17,11.21,11.3,11.16,11.23,57000145,640488894.1,21827,0.0048,0.787712216,1.33E+11,1.61E+11,0.0054,7.3547,6.7934,1.0226,1,11.237
190,000001.XSHE,1,XSHE,2015/10/19,11.23,11.23,11.27,11.35,11.15,11.26,72337153,814910975,22931,0.0061,0.787712216,1.33E+11,1.61E+11,0.0027,7.3744,6.8115,1.0253,1,11.265
191,000001.XSHE,1,XSHE,2015/10/20,11.26,11.26,11.2,11.38,11.19,11.32,71516328,807642379.7,23920,0.0061,0.787712216,1.34E+11,1.62E+11,0.0053,7.4137,6.8478,1.0308,1,11.293
192,000001.XSHE,1,XSHE,2015/10/21,11.32,11.32,11.29,11.75,11.18,11.22,133262904,1523591977,46795,0.0113,0.787712216,1.32E+11,1.61E+11,-0.0088,7.3482,6.7873,1.0217,1,11.433
193,000001.XSHE,1,XSHE,2015/10/22,11.22,11.22,11.25,11.4,11.18,11.33,82280573,928960028.8,23845,0.007,0.787712216,1.34E+11,1.62E+11,0.0098,7.4202,6.8539,1.0317,1,11.29
194,000001.XSHE,1,XSHE,2015/10/23,11.33,11.33,11.39,11.53,11.34,11.47,93742511,1073981531,29309,0.0079,0.787712216,1.35E+11,1.64E+11,0.0124,7.5119,6.9386,1.0444,1,11.457
195,000001.XSHE,1,XSHE,2015/10/26,11.47,11.47,11.6,11.81,11.44,11.52,108591754,1260872031,38751,0.0092,0.787712216,1.36E+11,1.65E+11,0.0044,7.5447,6.9688,1.049,1,11.611
196,000001.XSHE,1,XSHE,2015/10/27,11.52,11.52,11.5,11.64,11.34,11.48,58043637,664648826.8,22646,0.0049,0.787712216,1.36E+11,1.64E+11,-0.0035,7.5185,6.9446,1.0454,1,11.451
197,000001.XSHE,1,XSHE,2015/10/28,11.48,11.48,11.46,11.48,11.25,11.27,54481117,619790793.2,21930,0.0046,0.787712216,1.33E+11,1.61E+11,-0.0183,7.3809,6.8176,1.0262,1,11.376
198,000001.XSHE,1,XSHE,2015/10/29,11.27,11.27,11.3,11.36,11.25,11.27,31670368,357830452,11878,0.0027,0.787712216,1.33E+11,1.61E+11,0,7.3809,6.8176,1.0262,1,11.299
199,000001.XSHE,1,XSHE,2015/10/30,11.27,11.27,11.3,11.42,11.27,11.36,53593072,607980997.1,16436,0.0045,0.787712216,1.34E+11,1.63E+11,0.008,7.4399,6.872,1.0344,1,11.344
200,000001.XSHE,1,XSHE,2015/11/2,11.36,11.36,11.27,11.32,11.1,11.14,48443581,544000187,19667,0.0041,0.787712216,1.31E+11,1.59E+11,-0.0194,7.2958,6.739,1.0144,1,11.23
201,000001.XSHE,1,XSHE,2015/11/3,11.14,11.14,11.15,11.21,11.01,11.05,39126518,434818762.6,16726,0.0033,0.787712216,1.30E+11,1.58E+11,-0.0081,7.2369,6.6845,1.0062,1,11.113
202,000001.XSHE,1,XSHE,2015/11/4,11.05,11.05,11.08,11.7,11.05,11.69,130724419,1493255542,41387,0.0111,0.787712216,1.38E+11,1.67E+11,0.0579,7.656,7.0717,1.0645,1,11.423
203,000001.XSHE,1,XSHE,2015/11/5,11.69,11.69,11.6,12.57,11.55,12.07,229218980,2780266756,72900,0.0194,0.787712216,1.42E+11,1.73E+11,0.0325,7.9049,7.3015,1.0991,1,12.129
204,000001.XSHE,1,XSHE,2015/11/6,12.07,12.07,12.02,12.41,11.92,12.39,146319495,1781331280,50722,0.0124,0.787712216,1.46E+11,1.77E+11,0.0265,8.1144,7.4951,1.1282,1,12.174
205,000001.XSHE,1,XSHE,2015/11/9,12.39,12.39,12.5,13.38,12.46,12.94,241388779,3137641551,85722,0.0204,0.787712216,1.53E+11,1.85E+11,0.0444,8.4747,7.8278,1.1783,1,12.998
206,000001.XSHE,1,XSHE,2015/11/10,12.94,12.94,12.8,13.07,12.61,12.75,112502763,1438707530,50977,0.0095,0.787712216,1.51E+11,1.82E+11,-0.0147,8.3502,7.7129,1.161,1,12.788
207,000001.XSHE,1,XSHE,2015/11/11,12.75,12.75,12.7,12.78,12.38,12.55,102173507,1280174417,46584,0.0087,0.787712216,1.48E+11,1.80E+11,-0.0157,8.2192,7.5919,1.1428,1,12.529
208,000001.XSHE,1,XSHE,2015/11/12,12.55,12.55,12.6,12.65,12.28,12.4,67113962,833753298.1,30188,0.0057,0.787712216,1.46E+11,1.77E+11,-0.012,8.121,7.5012,1.1291,1,12.423
209,000001.XSHE,1,XSHE,2015/11/13,12.4,12.4,12.22,12.48,12.19,12.24,58755504,722252994.2,24857,0.005,0.787712216,1.44E+11,1.75E+11,-0.0129,8.0162,7.4044,1.1146,1,12.293
210,000001.XSHE,1,XSHE,2015/11/16,12.24,12.24,12.13,12.39,12.09,12.34,55984871,685977382.9,21445,0.0047,0.787712216,1.46E+11,1.77E+11,0.0082,8.0817,7.4649,1.1237,1,12.253
211,000001.XSHE,1,XSHE,2015/11/17,12.34,12.34,12.41,12.7,12.36,12.5,104648656,1315319787,39943,0.0089,0.787712216,1.48E+11,1.79E+11,0.013,8.1865,7.5617,1.1382,1,12.569
212,000001.XSHE,1,XSHE,2015/11/18,12.5,12.5,12.46,12.7,12.31,12.42,79370476,991513834.8,29780,0.0067,0.787712216,1.47E+11,1.78E+11,-0.0064,8.1341,7.5133,1.131,1,12.492
213,000001.XSHE,1,XSHE,2015/11/19,12.42,12.42,12.4,12.51,12.33,12.5,47112067,585570983.3,17571,0.004,0.787712216,1.48E+11,1.79E+11,0.0064,8.1865,7.5617,1.1382,1,12.429
214,000001.XSHE,1,XSHE,2015/11/20,12.5,12.5,12.5,12.59,12.42,12.55,59803634,747487174.7,21317,0.0051,0.787712216,1.48E+11,1.80E+11,0.004,8.2192,7.5919,1.1428,1,12.499
215,000001.XSHE,1,XSHE,2015/11/23,12.55,12.55,12.55,12.6,12.38,12.45,60797531,760493340.7,20864,0.0052,0.787712216,1.47E+11,1.78E+11,-0.008,8.1537,7.5314,1.1337,1,12.509
216,000001.XSHE,1,XSHE,2015/11/24,12.45,12.45,12.41,12.45,12.16,12.28,66421478,812675943.5,25155,0.0056,0.787712216,1.45E+11,1.76E+11,-0.0137,8.0424,7.4286,1.1182,1,12.235
217,000001.XSHE,1,XSHE,2015/11/25,12.28,12.28,12.21,12.37,12.17,12.32,51346272,629507063.6,19150,0.0043,0.787712216,1.45E+11,1.76E+11,0.0033,8.0686,7.4528,1.1218,1,12.26
218,000001.XSHE,1,XSHE,2015/11/26,12.32,12.32,12.36,12.38,12.2,12.23,55221015,679692129.9,18484,0.0047,0.787712216,1.44E+11,1.75E+11,-0.0073,8.0097,7.3983,1.1137,1,12.309
219,000001.XSHE,1,XSHE,2015/11/27,12.23,12.23,12.18,12.2,11.53,11.73,72802594,867702430.6,30480,0.0062,0.787712216,1.38E+11,1.68E+11,-0.0409,7.6822,7.0959,1.0681,1,11.919
220,000001.XSHE,1,XSHE,2015/11/30,11.73,11.73,11.72,11.87,11.5,11.74,65849389,770221398.4,25982,0.0056,0.787712216,1.39E+11,1.68E+11,0.0009,7.6888,7.1019,1.069,1,11.697
221,000001.XSHE,1,XSHE,2015/12/1,11.74,11.74,11.7,11.86,11.51,11.75,68025390,793118214.1,24093,0.0058,0.787712216,1.39E+11,1.68E+11,0.0009,7.6953,7.108,1.0699,1,11.659
222,000001.XSHE,1,XSHE,2015/12/2,11.75,11.75,11.7,12.64,11.66,12.51,161576086,1978750510,62841,0.0137,0.787712216,1.48E+11,1.79E+11,0.0647,8.193,7.5677,1.1392,1,12.247
223,000001.XSHE,1,XSHE,2015/12/3,12.51,12.51,12.39,12.75,12.25,12.45,142597678,1786008972,50065,0.0121,0.787712216,1.47E+11,1.78E+11,-0.0048,8.1537,7.5314,1.1337,1,12.525
224,000001.XSHE,1,XSHE,2015/12/4,12.45,12.45,12.31,12.38,12.08,12.12,76453245,934906568.6,30109,0.0065,0.787712216,1.43E+11,1.73E+11,-0.0265,7.9376,7.3318,1.1036,1,12.228
225,000001.XSHE,1,XSHE,2015/12/7,12.12,12.12,12.18,12.25,12.04,12.15,40279265,488370699.4,16242,0.0034,0.787712216,1.43E+11,1.74E+11,0.0025,7.9573,7.3499,1.1064,1,12.125
226,000001.XSHE,1,XSHE,2015/12/8,12.15,12.15,12.07,12.09,11.9,11.96,50310179,602568625.9,20027,0.0043,0.787712216,1.41E+11,1.71E+11,-0.0156,7.8328,7.235,1.0891,1,11.977
227,000001.XSHE,1,XSHE,2015/12/9,11.96,11.96,11.92,12.12,11.9,11.99,42938435,515596474.9,16013,0.0036,0.787712216,1.42E+11,1.72E+11,0.0025,7.8525,7.2531,1.0918,1,12.008
228,000001.XSHE,1,XSHE,2015/12/10,11.99,11.99,11.95,12.14,11.91,11.96,41760358,502326072.6,16636,0.0035,0.787712216,1.41E+11,1.71E+11,-0.0025,7.8328,7.235,1.0891,1,12.029
229,000001.XSHE,1,XSHE,2015/12/11,11.96,11.96,11.91,11.92,11.73,11.83,37950803,448800941.4,16543,0.0032,0.787712216,1.40E+11,1.69E+11,-0.0109,7.7477,7.1564,1.0772,1,11.826
230,000001.XSHE,1,XSHE,2015/12/14,11.83,11.83,11.73,12.11,11.71,12.07,58723664,698791985.5,21637,0.005,0.787712216,1.42E+11,1.73E+11,0.0203,7.9049,7.3015,1.0991,1,11.9
231,000001.XSHE,1,XSHE,2015/12/15,12.07,12.07,12.03,12.09,11.86,11.92,36448735,436557693.7,15278,0.0031,0.787712216,1.41E+11,1.71E+11,-0.0124,7.8066,7.2108,1.0854,1,11.977
232,000001.XSHE,1,XSHE,2015/12/16,11.92,11.92,11.98,12.01,11.88,11.89,39276282,468510259.2,13945,0.0033,0.787712216,1.40E+11,1.70E+11,-0.0025,7.787,7.1927,1.0827,1,11.929
233,000001.XSHE,1,XSHE,2015/12/17,11.89,11.89,11.97,12.14,11.96,12.07,64827475,780891801.1,23722,0.0055,0.787712216,1.42E+11,1.73E+11,0.0151,7.9049,7.3015,1.0991,1,12.046
234,000001.XSHE,1,XSHE,2015/12/18,12.07,12.07,12.03,12.55,12.02,12.23,102294474,1257360356,41842,0.0087,0.787712216,1.44E+11,1.75E+11,0.0133,8.0097,7.3983,1.1137,1,12.292
235,000001.XSHE,1,XSHE,2015/12/21,12.23,12.23,12.14,12.72,12.11,12.51,128114213,1595741319,49831,0.0109,0.787712216,1.48E+11,1.79E+11,0.0229,8.193,7.5677,1.1392,1,12.456
236,000001.XSHE,1,XSHE,2015/12/22,12.51,12.51,12.5,12.62,12.38,12.43,69809145,870121732.2,26793,0.0059,0.787712216,1.47E+11,1.78E+11,-0.0064,8.1406,7.5193,1.1319,1,12.464
237,000001.XSHE,1,XSHE,2015/12/23,12.43,12.43,12.47,12.78,12.4,12.48,103901823,1302341538,38256,0.0088,0.787712216,1.47E+11,1.79E+11,0.004,8.1734,7.5496,1.1364,1,12.534
238,000001.XSHE,1,XSHE,2015/12/24,12.48,12.48,12.46,12.56,12.24,12.34,64022964,791975824.6,23266,0.0054,0.787712216,1.46E+11,1.77E+11,-0.0112,8.0817,7.4649,1.1237,1,12.37
239,000001.XSHE,1,XSHE,2015/12/25,12.34,12.34,12.38,12.47,12.33,12.41,39984505,495638053.1,19587,0.0034,0.787712216,1.46E+11,1.78E+11,0.0057,8.1275,7.5072,1.13,1,12.396
240,000001.XSHE,1,XSHE,2015/12/28,12.41,12.41,12.43,12.46,11.98,11.98,82240863,1003010207,33043,0.007,0.787712216,1.41E+11,1.71E+11,-0.0346,7.8459,7.2471,1.0909,1,12.196
241,000001.XSHE,1,XSHE,2015/12/29,11.98,11.98,11.99,12.1,11.97,12.09,61980214,744718416.3,20170,0.0053,0.787712216,1.43E+11,1.73E+11,0.0092,7.918,7.3136,1.1009,1,12.015
242,000001.XSHE,1,XSHE,2015/12/30,12.09,12.09,12.09,12.11,11.95,12.1,53266704,641277265.4,18064,0.0045,0.787712216,1.43E+11,1.73E+11,0.0008,7.9245,7.3197,1.1018,1,12.039
243,000001.XSHE,1,XSHE,2015/12/31,12.1,12.1,12.1,12.13,11.98,11.99,49125892,591643590.7,14765,0.0042,0.787712216,1.42E+11,1.72E+11,-0.0091,7.8464,7.8464,1.0623,1,12.043
